p_val,avg_log2FC,pct.1,pct.2,p_val_adj,marker,celltype,de
1.85003582369474e-29,-1.57749185241071,0.372,0.554,7.06269676053703e-25,AC008691.1,Mic,Down reg
1.73867100947012e-25,-2.20933931156389,0.235,0.4,6.63755044575315e-21,SPARCL1,Mic,Down reg
2.42905415302936e-23,-1.79430928842496,0.219,0.383,9.27315713460488e-19,SYT1,Mic,Down reg
1.39003643256884e-16,-1.34788117280853,0.586,0.599,5.3066030849748e-12,KHDRBS3,Mic,Down reg
7.56204713829271e-13,-2.45416930398595,0.126,0.235,2.88688711551462e-08,SNAP25,Mic,Down reg
8.69757219603938e-13,-5.21873727176431,0.01,0.086,3.32038516155999e-08,NR4A3,Mic,Down reg
5.20249395575507e-11,-2.37865026347873,0.103,0.202,1.98610409254905e-06,CD83,Mic,Down reg
1.73032491391871e-10,-1.88733803705888,0.196,0.292,6.60568839137608e-06,AC008050.1,Mic,Down reg
2.28234927767068e-10,-2.53088375400757,0.053,0.139,8.71309660243557e-06,ESRRG,Mic,Down reg
4.63127470162814e-09,-3.01963224639263,0.038,0.109,0.000176803543009356,TSPAN7,Mic,Down reg
1.60234062262436e-07,-2.00750181213657,0.148,0.221,0.00611709556093075,GPM6A,Mic,Down reg
2.25336299431473e-07,-1.67147391550807,0.221,0.287,0.00860243856709591,MRC1,Mic,Down reg
1.21929544115716e-06,-3.1951342694697,0.019,0.066,0.0465478227616158,LDLR,Mic,Down reg
